 X Translation (mm), Y Translation (mm), Z Translation (mm), 
1.839110806,3.772014167,1.076598448, 
0.071846008,3.772014167,-0.479844926, 
0.071846008,2.577962478,-2.723167615, 
-0.401408166,2.577962478,-4.972838804, 
-0.401408166,1.845980123,-5.068066354, 
0.058743829,1.845980123,-3.666928766, 
0.058743829,2.07295258,-3.65917517, 
1.852645843,2.07295258,0.624264123, 
1.852645843,2.952780008,-1.442032537, 
2.156474758,2.952780008,2.075808428, 
2.156474758,3.734508332,-0.181938234, 
2.314890863,3.734508332,4.056766457, 
2.314890863,4.129602626,2.078804075, 
2.363180804,4.129602626,5.46786556, 
2.363180804,4.908248306,3.10571814, 
2.965838209,4.908248306,6.658298102, 
2.965838209,4.336062467,4.319946496, 
2.995757662,4.336062467,6.665304809, 
2.995757662,4.902002005,4.016342215, 
2.015040877,4.902002005,5.212127887, 
2.015040877,3.854938843,1.942035866, 
0.842273165,3.854938843,0.6007562, 
0.842273165,2.821436131,-1.377891627, 
0.657465007,2.821436131,-1.318381598, 
0.657465007,2.88470194,-1.608872713, 
1.953368993,2.88470194,2.006323178, 
1.953368993,3.701878132,-0.160525546, 
2.823357235,3.701878132,3.319021487, 
2.823357235,3.933673451,1.87815575, 
2.26047254,3.933673451,5.41793745, 
2.26047254,4.215626847,3.110507494, 
3.027419452,4.215626847,7.474221202, 
3.027419452,4.906595972,4.170087959, 
3.184003902,4.906595972,8.600225089, 
3.184003902,4.228908954,4.276385677, 
3.194884937,4.228908954,8.710567854, 
3.194884937,4.120218014,4.486193931, 
3.119296066,4.120218014,7.777074416, 
3.119296066,4.963320924,5.024996694, 
3.180456651,4.963320924,7.712005492, 
3.180456651,4.267715092,4.175147588, 
2.935455113,4.267715092,6.480025987, 
2.935455113,3.958212425,3.083229877, 
2.837139413,3.958212425,4.468133414, 
2.837139413,4.013832214,1.207871621, 
2.998965971,4.013832214,5.497106181, 
2.998965971,4.14745791,3.957480919, 
3.125153016,4.14745791,7.491774195, 
3.125153016,4.893859025,4.269512656, 
3.208687977,4.893859025,7.6975814, 
3.208687977,4.179798776,4.279707663, 
3.060425259,4.179798776,6.779310917, 
3.060425259,4.147097698,4.279105615, 
3.083398475,4.147097698,6.688518045, 
3.083398475,4.043180716,3.895196353, 
2.025112047,4.043180716,4.408477562, 
2.025112047,3.878882955,1.885648203, 
0.948678453,3.878882955,1.149021518, 
0.948678453,2.758720937,-1.210185426, 
1.998703585,2.758720937,1.217542939, 
1.998703585,3.062785925,-0.55655373, 
2.890659012,3.062785925,2.167128026, 
2.890659012,3.909728096,-0.167758209, 
3.009237471,3.909728096,4.193150873, 
3.009237471,4.162914755,1.178496897, 
3.066541577,4.162914755,4.539655524, 
3.066541577,4.198478781,3.017679821, 
3.201300582,4.198478781,6.435293053, 
3.201300582,4.140386029,3.024100855, 
4.042996008,4.140386029,7.74800654, 
4.042996008,4.864366897,4.29430013, 
1.933864357,4.864366897,4.437544245, 
1.933864357,3.113924367,0.960151804, 
0.593199558,3.113924367,-1.313087994, 
0.593199558,1.803594961,-3.897035896, 
0.693153684,1.803594961,-3.864611348, 
0.693153684,2.048092664,-5.750350977, 
2.026417906,2.048092664,-0.522117095, 
2.026417906,2.984733394,-2.753829672, 
2.186098202,2.984733394,2.044829474, 
2.186098202,3.995931501,-0.185619255, 
2.942757526,3.995931501,3.180385017, 
2.942757526,4.103847748,1.710708251, 
3.172072296,4.103847748,6.312938509, 
3.172072296,4.275018989,2.983120987, 
3.123752178,4.275018989,7.399076854, 
3.123752178,4.234686149,4.011034352, 
3.118498771,4.234686149,8.495383918, 
3.118498771,4.312771283,4.296386032, 
1.811056918,4.312771283,4.222080607, 
1.811056918,2.946961765,0.947422158, 
-0.1353756,2.946961765,-1.776881466, 
-0.1353756,1.590418439,-4.96306406, 
0.642496712,1.590418439,-3.615320682, 
0.642496712,2.642039703,-4.807129062, 
1.201186555,2.642039703,-1.486045638, 
1.201186555,2.894946064,-2.628138019, 
2.032501633,2.894946064,0.823938157, 
2.032501633,3.776582992,-1.333657928, 
2.251960306,3.776582992,3.252069312, 
2.251960306,4.163642901,1.083905299, 
3.011351247,4.163642901,5.347751123, 
3.011351247,4.899682638,3.044916555, 
3.174484182,4.899682638,6.700762811, 
3.174484182,5.030954936,3.377320824, 
3.007587523,5.030954936,6.74256321, 
3.007587523,4.969009104,4.160854892, 
2.296817108,4.969009104,6.428853925, 
2.296817108,4.179733528,3.082671941, 
1.281592638,4.179733528,3.056163575, 
1.281592638,3.075134168,0.687267277, 
0.852285408,3.075134168,-2.237620271, 
0.852285408,2.074451663,-3.559803, 
2.213757655,2.074451663,0.899184912, 
2.213757655,3.092269842,-1.430773065, 
2.377998163,3.092269842,3.095508688, 
2.377998163,3.914540601,1.691265972, 
3.086420868,3.914540601,5.403049643, 
3.086420868,4.123721888,3.057258697, 
3.153810795,4.123721888,6.395012264, 
3.153810795,4.18123497,4.036581764, 
3.120074958,4.18123497,7.44536977, 
3.120074958,4.266556929,3.898984079, 
3.120253817,4.266556929,6.654745843, 
3.120253817,4.170947267,3.272353405, 
2.05502611,4.170947267,4.488455986, 
2.05502611,3.693238727,1.876389725, 
0.81685917,3.693238727,0.562571854, 
0.81685917,2.056424496,-1.631099791, 
-0.072311372,2.056424496,-2.764881374, 
-0.072311372,2.738914644,-2.639019683, 
1.820133202,2.738914644,0.570347933, 
1.820133202,2.953332633,-1.591712092, 
2.82538169,2.953332633,3.005532846, 
2.82538169,3.95628064,0.703344422, 
2.89844968,3.95628064,4.215507809, 
2.89844968,4.276945597,2.816104536, 
2.958307871,4.276945597,6.470845739, 
2.958307871,5.063994018,3.955442436, 
2.971231404,5.063994018,6.679825985, 
2.971231404,5.107074503,4.351649932, 
2.993788508,5.107074503,8.584144267, 
2.993788508,5.103814407,4.222130451, 
1.997427426,5.103814407,6.356013263, 
1.997427426,3.947261031,2.968107288, 
0.810451277,3.947261031,1.005275053, 
0.810451277,2.832625127,-1.413362663, 
1.303769421,2.832625127,0.885181487, 
1.303769421,3.047783127,-1.273483668, 
2.171958235,3.047783127,2.216922352, 
2.171958235,3.996421594,0.827615768, 
2.21565398,3.996421594,4.096713817, 
2.21565398,4.184000752,1.971571704, 
3.006131017,4.184000752,6.504164692, 
3.006131017,4.994861919,3.26223212, 
3.049255371,4.994861919,7.602436183, 
3.049255371,4.313064999,4.203642412, 
3.0957699,4.313064999,8.582076816, 
3.0957699,5.035523782,4.210851026, 
3.217372731,5.035523782,10.89403049, 
3.217372731,4.339998694,4.361671927, 
3.203907519,4.339998694,9.735176426, 
3.203907519,4.993181654,4.38825892, 
2.335970212,4.993181654,9.704419131, 
2.335970212,3.953124333,3.08073937, 
1.098509146,3.953124333,1.949746574, 
1.098509146,2.797377725,-1.340394098, 
2.040709638,2.797377725,0.762572023, 
2.040709638,2.878970764,-1.390357918, 
2.258549333,2.878970764,2.120657583, 
2.258549333,4.02938851,1.156697415, 
2.911490154,4.02938851,4.412526689, 
2.911490154,4.108019603,2.872046889, 
3.172353439,4.108019603,6.561299707, 
3.172353439,4.206702663,3.382551862, 
3.126292655,4.206702663,7.529640396, 
3.126292655,4.909234685,4.158098694, 
3.184209403,4.909234685,9.680418212, 
3.184209403,4.243701147,4.282951777, 
3.200493234,4.243701147,9.729291193, 
3.200493234,4.248647893,4.500049005, 
3.016301282,4.248647893,9.666985655, 
3.016301282,4.052408116,3.411049644, 
0.78915008,4.052408116,2.147498008, 
0.78915008,2.700573583,-0.429410414, 
0.676237068,2.700573583,-3.433480056, 
0.676237068,2.580578822,-3.881463652, 
2.020660043,2.580578822,0.502012269, 
2.020660043,3.676742317,-2.414960924, 
1.973691917,3.676742317,1.720248886, 
1.973691917,4.107605011,-0.140122808, 
2.0797232,4.107605011,4.030625665, 
2.0797232,4.27058509,1.095694125, 
2.261902198,4.27058509,6.27554686, 
2.261902198,4.267716674,3.307241323, 
2.347443286,4.267716674,5.726875547, 
2.347443286,4.17283583,4.047403319, 
2.074618314,4.17283583,7.397282806, 
2.074618314,3.906291965,3.1423346, 
0.807095624,3.906291965,0.821597076, 
0.807095624,1.957803588,-1.645421713, 
-0.226745093,1.957803588,-3.879893747, 
-0.226745093,2.731666057,-3.90566042, 
1.184037129,2.731666057,-1.289306696, 
1.184037129,3.076368301,-2.711765221, 
1.920705958,3.076368301,0.850508226, 
1.920705958,3.915555894,-0.395222406, 
2.162174802,3.915555894,4.057642297, 
2.162174802,4.286508969,1.130373595, 
2.195649857,4.286508969,5.300036067, 
2.195649857,5.038958566,3.108132722, 
2.392039466,5.038958566,6.425763175, 
2.392039466,5.079057349,3.255631111, 
3.086731224,5.079057349,7.576230101, 
3.086731224,4.304749168,3.390528282, 
2.958135386,4.304749168,7.60082445, 
2.958135386,4.286352059,5.200055704, 
1.843299458,4.286352059,5.475651527, 
1.843299458,3.949989337,2.090257877, 
-0.130283605,3.949989337,-1.235598854, 
-0.130283605,1.91749916,-2.795043249, 
0.56998958,1.91749916,-2.661984748, 
0.56998958,2.881191995,-3.737933931, 
1.904914209,2.881191995,0.911267271, 
1.904914209,4.010714578,-0.493731122, 
1.946526539,4.010714578,3.118341204, 
1.946526539,4.279689795,1.894821507, 
2.092848923,4.279689795,6.229445105, 
2.092848923,4.975370086,3.062377445, 
2.310053402,4.975370086,7.44123724, 
2.310053402,4.440217289,4.254954588, 
3.01891352,4.440217289,8.511001357, 
3.01891352,4.332402066,4.31636169, 
3.096737468,4.332402066,9.632874886, 
3.096737468,5.064483494,4.380208187, 
2.318856156,5.064483494,8.666090875, 
2.318856156,4.960283101,5.153006816, 
1.819237082,4.960283101,5.124670066, 
1.819237082,3.091809604,0.768848403, 
-0.03072824,3.091809604,-1.642911102, 
-0.03072824,2.501619887,-3.644636974, 
1.143564605,2.501619887,-1.18892126, 
1.143564605,2.962930894,-2.516671354, 
1.913269464,2.962930894,2.891179493, 
1.913269464,4.195058289,1.61288491, 
1.991775752,4.195058289,4.383660941, 
1.991775752,4.355872016,3.147283967, 
2.148534953,4.355872016,7.370514554, 
2.148534953,5.084792993,3.233655137, 
2.151900463,5.084792993,9.587200079, 
2.151900463,5.047370119,4.325431687, 
2.202690322,5.047370119,9.644019692, 
2.202690322,5.109077216,5.095463101, 
2.319051225,5.109077216,7.707611448, 
2.319051225,5.004036745,5.103798819, 
2.324007256,5.004036745,9.765977497, 
2.324007256,5.085454186,5.287162939, 
3.096142662,5.085454186,9.79491637, 
3.096142662,5.099882524,5.209344355, 
2.164994995,5.099882524,9.827250807, 
2.164994995,5.869095701,5.442694397, 
1.03595867,5.869095701,4.476873222, 
1.03595867,3.059869531,0.970149238, 
0.692199784,3.059869531,-1.382467493, 
0.692199784,2.194111356,-2.617623181, 
1.816421937,2.194111356,-0.403494671, 
1.816421937,3.683045683,-2.414345936, 
2.09153482,3.683045683,1.858803206, 
2.09153482,4.041545851,-0.331740378, 
2.208858273,4.041545851,3.198961204, 
2.208858273,4.053751571,1.738263294, 
2.343025569,4.053751571,5.141138347, 
2.343025569,4.125648818,2.700079058, 
3.05256718,4.125648818,6.441505827, 
3.05256718,4.206915143,3.206433997, 
3.053985758,4.206915143,7.4471678, 
3.053985758,4.211301209,3.366563718, 
3.082446848,4.211301209,8.629089774, 
3.082446848,4.944675301,5.313374565, 
1.136847508,4.944675301,6.414073295, 
1.136847508,3.912788333,3.079535405, 
-0.095650209,3.912788333,0.761350149, 
-0.095650209,2.729903508,-1.468753414, 
1.071543385,2.729903508,-0.502069717, 
1.071543385,2.950664667,-2.604753313, 
2.029255906,2.950664667,0.61823804, 
2.029255906,3.222615003,-1.544265617, 
2.180092768,3.222615003,2.950533232, 
2.180092768,3.968623062,0.58987064, 
2.340886697,3.968623062,4.1448339, 
2.340886697,4.032029828,1.783430124, 
3.106797348,4.032029828,5.204615461, 
3.106797348,4.034487925,1.945088262, 
3.276452026,4.034487925,7.405322909, 
3.276452026,4.033351376,3.262845143, 
3.315865387,4.033351376,9.553316153, 
3.315865387,4.068655286,3.265675835, 
3.040981981,4.068655286,8.567939283, 
3.040981981,4.087169841,4.34565848, 
1.103339478,4.087169841,4.356108879, 
1.103339478,2.873511024,0.970621785, 
0.009985436,2.873511024,-1.50260309, 
0.009985436,1.922480226,-2.784371324, 
1.755684531,1.922480226,-0.244618946, 
1.755684531,3.152871324,-1.351882023, 
2.013151344,3.152871324,3.152977164, 
2.013151344,4.051597486,1.858948807, 
2.217263018,4.051597486,6.268458799, 
2.217263018,4.225278492,3.174793759, 
2.282666135,4.225278492,7.489280082, 
2.282666135,4.336054891,4.294055783, 
2.135549587,4.336054891,7.549215864, 
2.135549587,4.969411347,4.333389038, 
1.762878619,4.969411347,5.38772533, 
1.762878619,3.274464991,2.878906583, 
0.622851368,3.274464991,0.77351636, 
0.622851368,2.722416775,-1.374261732, 
-0.063308478,2.722416775,-2.336415576, 
-0.063308478,2.876644924,-2.427780178, 
1.25288442,2.876644924,1.797252856, 
1.25288442,3.865343824,0.726575166, 
2.037347707,3.865343824,4.101852025, 
2.037347707,4.221926375,2.117810424, 
2.169459103,4.221926375,6.390577008, 
2.169459103,4.378712459,3.354199384, 
2.103687301,4.378712459,6.467539331, 
2.103687301,4.256265641,4.236585541, 
1.832997343,4.256265641,5.551808054, 
1.832997343,3.990312402,3.145909812, 
0.840402112,3.990312402,2.108503915, 
0.840402112,2.833143431,-0.212723972, 
-0.414528432,2.833143431,-3.768684627, 
-0.414528432,1.94408649,-4.033267772, 
0.137555482,1.94408649,-1.482069784, 
0.137555482,2.795802108,-1.622330885, 
1.165498748,2.795802108,1.64680807, 
1.165498748,3.233214658,0.092645721, 
1.877409052,3.233214658,3.426564706, 
1.877409052,4.158337832,2.055758568, 
2.050743194,4.158337832,5.438826497, 
2.050743194,4.294674303,3.224961038, 
2.171881355,4.294674303,6.412529897, 
2.171881355,4.412560942,3.323859818, 
2.294469956,4.412560942,7.531087447, 
2.294469956,4.306273561,4.159544586, 
2.212524139,4.306273561,8.583236582, 
2.212524139,4.33100278,5.117910594, 
1.908653828,4.33100278,6.491573921, 
1.908653828,3.901068054,3.231021417, 
0.961976824,3.901068054,3.366686779, 
0.961976824,3.189288125,1.007405017, 
1.374636057,3.189288125,3.88544013, 
1.374636057,3.990495903,1.143711485, 
2.118942281,3.990495903,5.297525466, 
2.118942281,4.845027395,3.022762131, 
2.148890338,4.845027395,6.547646819, 
2.148890338,5.002626328,4.21106156, 
2.204772799,5.002626328,7.561433388, 
2.204772799,4.114813916,4.947571196, 
2.201850457,4.114813916,6.683665284, 
2.201850457,4.356602763,4.2988231, 
2.149425714,4.356602763,6.476221368, 
2.149425714,4.081079714,3.379686551, 
1.985351267,4.081079714,5.417980471, 
1.985351267,4.063141371,2.989962586, 
2.199608638,4.063141371,6.384246494, 
2.199608638,4.268144247,4.063581185, 
2.381186161,4.268144247,7.685979801, 
2.381186161,4.966042653,4.205760028, 
3.034517533,4.966042653,7.685155608, 
3.034517533,5.00452682,5.198817099, 
2.834065671,5.00452682,7.647451926, 
2.834065671,4.107939301,4.338980482, 
1.040277492,4.107939301,4.68902165, 
1.040277492,3.128683059,2.108792572, 
0.739861251,3.128683059,0.775336971, 
0.739861251,2.920798129,-0.324632635, 
1.965267478,2.920798129,3.010601567, 
1.965267478,3.811955487,0.767451687, 
2.256952995,3.811955487,5.159159778, 
2.256952995,4.173565005,3.04627283, 
2.182226024,4.173565005,5.476945075, 
2.182226024,4.269877856,3.167720132, 
2.99728634,4.269877856,7.43725424, 
2.99728634,4.808852296,4.051950391, 
2.37093074,4.808852296,7.630576912, 
2.37093074,4.216601598,4.156694352, 
2.382185277,4.216601598,7.680773253, 
2.382185277,4.254256697,4.336304954, 
1.972970419,4.254256697,5.501666279, 
1.972970419,3.809954958,2.987501412, 
0.798046423,3.809954958,1.830437058, 
0.798046423,2.958825549,-0.288103043, 
1.164460501,2.958825549,1.893924224, 
1.164460501,3.223515092,0.885971601, 
1.863108003,3.223515092,3.997319275, 
1.863108003,3.849374254,1.81636789, 
2.370182636,3.849374254,5.332533019, 
2.370182636,3.938989948,2.8046653, 
3.030434318,3.938989948,6.446875895, 
3.030434318,3.314523216,3.187280044, 
3.189925563,3.314523216,8.505508376, 
3.189925563,4.162592594,3.273854043, 
2.904108346,4.162592594,6.438160167, 
2.904108346,4.02789266,3.226166016, 
2.269103312,4.02789266,5.318297416, 
2.269103312,3.880079501,2.197031674, 
2.968688266,3.880079501,5.612695456, 
2.968688266,3.963218593,2.213722535, 
3.032164808,3.963218593,6.449564945, 
3.032164808,4.111327177,3.264231357, 
3.125128993,4.111327177,6.627927933, 
3.125128993,3.96577986,3.280820773, 
2.152556239,3.96577986,5.39957593, 
2.152556239,3.082524988,2.951167371, 
1.123043824,3.082524988,1.147291572, 
1.123043824,2.640345461,-1.468296173, 
0.519961237,2.640345461,-2.693529504, 
0.519961237,1.849459099,-4.462995727, 
0.800905293,1.849459099,-1.581446008, 
0.800905293,2.078607138,-2.488893585, 
1.353678513,2.078607138,1.666330267, 
1.353678513,2.738690838,-0.370557026, 
2.126464406,2.738690838,2.835699652, 
2.126464406,3.106330352,1.051591747, 
2.864223206,3.106330352,4.290425654, 
2.864223206,3.847505695,1.989512362, 
2.990060295,3.847505695,5.574663784, 
2.990060295,3.904693953,2.999552202, 
2.25108843,3.904693953,5.452761845, 
2.25108843,3.094272357,2.927224663, 
2.187554402,3.094272357,4.34814028, 
2.187554402,3.024448304,1.032853845, 
1.819038925,3.024448304,2.11934281, 
1.819038925,2.842926465,0.033586849, 
2.154619602,2.842926465,3.250607374, 
2.154619602,3.022026217,1.550492925, 
3.036107521,3.022026217,5.411415774, 
3.036107521,3.843617892,2.14248515, 
3.152182972,3.843617892,6.327928491, 
3.152182972,4.011175192,3.035224258, 
3.127015937,4.011175192,7.474463401, 
3.127015937,3.967308847,3.884935348, 
2.219138004,3.967308847,5.19003155, 
2.219138004,3.050427452,1.858113785, 
1.741501514,3.050427452,1.828446545, 
1.741501514,2.804937329,-0.421835761, 
2.013009604,2.804937329,2.25333251, 
2.013009604,3.091543511,0.845231046, 
2.330169409,3.091543511,4.246477325, 
2.330169409,3.230197971,1.86684725, 
3.021043542,3.230197971,6.272193484, 
3.021043542,3.946826318,2.989575199, 
2.924197158,3.946826318,6.416238728, 
2.924197158,3.312135098,3.301777911, 
2.034491078,3.312135098,5.240314357, 
2.034491078,3.003855808,1.75751879, 
1.020344755,3.003855808,0.949767397, 
1.020344755,2.692929728,-1.391962535, 
1.051397119,2.692929728,0.03291856, 
1.051397119,2.809219708,-0.556588869, 
2.018669032,2.809219708,3.11098389, 
2.018669032,3.058654633,1.088684473, 
2.303154362,3.058654633,5.039244476, 
2.303154362,3.837096122,2.165583638, 
2.943367736,3.837096122,5.545835176, 
2.943367736,4.028599855,2.199812644, 
2.97428947,4.028599855,6.542079769, 
2.97428947,3.303370894,3.189034892, 
1.995840075,3.303370894,3.473575653, 
1.995840075,2.946032607,0.785012794, 
0.85321933,2.946032607,0.668489944, 
0.85321933,2.547024153,-1.60089312, 
0.934457282,2.547024153,-1.199847426, 
0.934457282,2.641396372,-1.379691932, 
1.808613784,2.641396372,1.808410434, 
1.808613784,2.963520897,-0.237484695, 
2.114646621,2.963520897,3.279763452, 
2.114646621,3.192582167,0.963611053, 
2.045504654,3.192582167,4.208676292, 
2.045504654,3.296792996,1.996969439, 
2.24546208,3.296792996,5.380193434, 
2.24546208,3.91443245,2.90422389, 
1.149274801,3.91443245,4.124392128, 
1.149274801,2.925019201,1.023066, 
0.497208989,2.925019201,-1.080715344, 
0.497208989,1.926302092,-2.550290495, 
-0.371223569,1.926302092,-3.537625894, 
-0.371223569,1.812241805,-4.583439428, 
0.047098283,1.812241805,-1.441222873, 
0.047098283,2.783640267,-2.38104011, 
1.148654055,2.783640267,1.605387662, 
1.148654055,3.207151792,-0.36859858, 
1.9986537,3.207151792,3.282084922, 
1.9986537,3.771247534,1.775233473, 
2.200621834,3.771247534,4.55431294, 
2.200621834,4.004360426,2.219907323, 
2.926027456,4.004360426,5.630393243, 
2.926027456,3.923559014,3.070061331, 
2.017830916,3.923559014,5.366622548, 
2.017830916,3.110778437,2.86411281, 
0.957910536,3.110778437,2.218552068, 
0.957910536,2.814843333,-0.353794562, 
0.062624724,2.814843333,-0.57454899, 
0.062624724,2.703955734,-1.552043339, 
1.159053468,2.703955734,0.975705613, 
1.159053468,3.017812377,-0.355032889, 
2.008772888,3.017812377,3.966459164, 
2.008772888,3.256319552,1.744164609, 
2.185600887,3.256319552,5.142063776, 
2.185600887,3.330476873,2.842089512, 
2.347762078,3.330476873,6.241144499, 
2.347762078,3.983987936,2.861556406, 
2.957215353,3.983987936,6.552469165, 
2.957215353,4.004586915,3.21648398, 
2.973600693,4.004586915,6.517962529, 
2.973600693,3.976162614,3.128341777, 
1.958486751,3.976162614,5.280240394, 
1.958486751,3.040663983,1.807836134, 
-0.033890939,3.040663983,-0.31739978, 
-0.033890939,1.859460581,-1.756674427, 
-0.14177579,1.859460581,-1.686321987, 
-0.14177579,1.958793427,-3.655539427, 
1.120603888,1.958793427,-0.20977255, 
1.120603888,2.817832428,-2.402972329, 
1.928681191,2.817832428,0.935231087, 
1.928681191,2.999103721,-1.332658568, 
2.221488379,2.999103721,2.91825816, 
2.221488379,3.121407739,-0.037637917, 
2.302575701,3.121407739,4.199243751, 
2.302575701,3.982744837,1.978609415, 
2.954681693,3.982744837,5.420999383, 
2.954681693,4.099404943,2.841095128, 
2.337039049,4.099404943,6.622765021, 
2.337039049,3.127016885,2.331142263, 
0.786251761,3.127016885,1.702975416, 
0.786251761,2.024089848,-1.569927387, 
-1.36495003,2.024089848,-3.937277313, 
-1.36495003,1.608481835,-6.005110137, 
-0.144077128,1.608481835,-3.596665351, 
-0.144077128,1.922143173,-4.847817405, 
0.948235351,1.922143173,-2.452352552, 
0.948235351,2.679525905,-4.695152412, 
1.166883769,2.679525905,0.543211084, 
1.166883769,3.027417442,-2.46035362, 
2.171771034,3.027417442,1.997870356, 
2.171771034,3.292797919,-0.102873261, 
2.225070019,3.292797919,4.155496097, 
2.225070019,3.977360838,0.943191373, 
2.381879927,3.977360838,6.298235021, 
2.381879927,3.968630044,3.072377206, 
2.315009324,3.968630044,5.597693721, 
2.315009324,3.875731547,3.259860332, 
1.113799333,3.875731547,3.139780411, 
1.113799333,2.866687728,0.399259563, 
-0.318470567,2.866687728,-2.699060531, 
-0.318470567,1.619232147,-4.97117024, 
-0.136141821,1.619232147,-2.748640595, 
-0.136141821,2.049902312,-4.855102782, 
0.865092355,2.049902312,-0.569125791, 
0.865092355,2.927043599,-2.587626799, 
1.123970976,2.927043599,-0.230064544, 
1.123970976,3.016479385,-1.689844325, 
1.867163245,3.016479385,1.879379094, 
1.867163245,3.877924969,-0.341842205, 
2.119135379,3.877924969,3.296411387, 
2.119135379,4.010794246,1.850221918, 
2.825873109,4.010794246,4.469428105, 
2.825873109,4.119446292,2.827128842, 
2.365424991,4.119446292,6.556308021, 
2.365424991,4.097866796,3.113040296, 
1.741829836,4.097866796,4.393483469, 
1.741829836,3.098978423,0.818200104, 
-0.321610792,3.098978423,-0.515264313, 
-0.321610792,1.094900854,-3.473296416, 
-1.146929981,1.094900854,-4.918683803, 
-1.146929981,1.69147297,-4.980708984, 
0.719396356,1.69147297,-2.398068002, 
0.719396356,2.195949099,-3.566233168, 
1.050119873,2.195949099,0.892319384, 
1.050119873,3.739846771,-0.3844235, 
1.784713777,3.739846771,3.031329286, 
1.784713777,3.959848931,1.839467896, 
2.078274841,3.959848931,4.530019744, 
2.078274841,4.044565459,2.726753328, 
2.266736015,4.044565459,6.391670745, 
2.266736015,4.081683296,3.965761075, 
2.179032965,4.081683296,5.501486628, 
2.179032965,3.943486211,2.286727697, 
1.171916972,3.943486211,4.953606697, 
1.171916972,2.889478877,1.626778929, 
-0.970942857,2.889478877,-0.678115733, 
-0.970942857,1.770820092,-3.513774823, 
-0.207612237,1.770820092,-2.764022072, 
-0.207612237,2.562680842,-3.788401188, 
0.978401865,2.562680842,-0.145954108, 
0.978401865,2.892550861,-1.555379351, 
1.126485814,2.892550861,2.065084125, 
1.126485814,3.938491735,0.83215436, 
1.908421609,3.938491735,4.395717669, 
1.908421609,4.117574949,2.134373403, 
1.961371519,4.117574949,6.231241359, 
1.961371519,4.142948131,3.357080274, 
1.809766788,4.142948131,5.490760356, 
1.809766788,4.111250527,3.177497818, 
0.880767476,4.111250527,4.106898274, 
0.880767476,3.711363187,1.710556526, 
-0.375105974,3.711363187,-0.429258481, 
-0.375105974,2.648773943,-1.677445606, 
-0.086663116,2.648773943,-0.546781412, 
-0.086663116,2.925360888,-2.31179068, 
1.096264856,2.925360888,1.950830843, 
1.096264856,3.891981971,0.728228011, 
1.685174299,3.891981971,4.133606575, 
1.685174299,4.161295501,2.225698573, 
1.946636024,4.161295501,6.354181162, 
1.946636024,4.298600973,3.221492295, 
1.890805395,4.298600973,6.384953037, 
1.890805395,4.286157437,3.473960885, 
0.976566131,4.286157437,5.32786787, 
0.976566131,4.100203405,3.015257122, 
0.697940111,4.100203405,3.360238989, 
0.697940111,3.045073829,1.721334249, 
-0.357503568,3.045073829,-0.367465485, 
-0.357503568,2.667040007,-1.425750689, 
-0.135085943,2.667040007,-0.385478582, 
-0.135085943,2.835236578,-1.498331301, 
0.933824527,2.835236578,1.012394589, 
0.933824527,3.717614461,-0.232818641, 
1.063746757,3.717614461,2.066092269, 
1.063746757,3.296225935,0.762267159, 
0.983842389,3.296225935,3.141799828, 
0.983842389,3.932566741,1.671368744, 
0.863921242,3.932566741,3.066416128, 
0.863921242,4.009268185,1.868383823, 
0.850633096,4.009268185,2.902837881, 
0.850633096,3.84266925,0.915156299, 
0.784979174,3.84266925,2.348638708, 
0.784979174,3.288285828,0.984752803, 
0.923478735,3.288285828,2.126239224, 
0.923478735,3.178490639,0.655633401, 
1.961701105,3.178490639,3.123251893, 
1.961701105,3.814896498,0.695844966, 
2.018079189,3.814896498,4.168174596, 
2.018079189,4.192434711,2.880461884, 
2.018791631,4.192434711,5.227511984, 
2.018791631,4.064870351,2.953975076, 
1.029479354,4.064870351,4.383524587, 
1.029479354,3.66936719,0.995923756, 
-0.195533499,3.66936719,-0.521783726, 
-0.195533499,1.918697976,-2.645368537, 
-0.086349778,1.918697976,-2.326092327, 
-0.086349778,2.040167025,-3.521862321, 
0.953464106,2.040167025,-0.081959459, 
0.953464106,2.962893938,-1.509735602, 
1.725523068,2.962893938,1.778813128, 
1.725523068,3.70626162,0.536372344, 
1.978572615,3.70626162,4.174681544, 
1.978572615,4.125389633,1.940587532, 
2.139148776,4.125389633,5.300587948, 
2.139148776,4.195937683,3.030121094, 
2.269577031,4.195937683,6.456498199, 
2.269577031,4.083330185,3.92791009, 
2.215249197,4.083330185,6.739458256, 
2.215249197,3.956858496,3.426445526, 
0.563654217,3.956858496,2.06255482, 
0.563654217,1.963458635,-0.442566261, 
-1.213501558,1.963458635,-3.791063206, 
-1.213501558,0.920832558,-5.883989489, 
-0.095120751,0.920832558,-2.605438523, 
-0.095120751,2.067613633,-3.751677354, 
1.034799417,2.067613633,-0.223031187, 
1.034799417,2.947103978,-1.56450331, 
1.183075001,2.947103978,2.858191053, 
1.183075001,3.895150419,0.668511878, 
1.893285491,3.895150419,4.06837591, 
1.893285491,4.093578382,2.049405218, 
2.203579446,4.093578382,5.424600134, 
2.203579446,4.211651454,3.107464221, 
2.286089259,4.211651454,7.329421496, 
2.286089259,3.283418165,3.9531343, 
0.695429962,3.283418165,2.032701687, 
0.695429962,2.061410208,-0.492808414, 
-1.18105897,2.061410208,-3.661727545, 
-1.18105897,1.596516336,-4.951518291, 
-0.115224274,1.596516336,-2.540034734, 
-0.115224274,2.029903555,-3.721628027, 
