 X Translation (mm), Y Translation (mm), Z Translation (mm),,,,,,, 
-0.752798782,-0.991497909,-1.071566445,,,,,,, 
-1.016483168,-0.991497909,-0.721395683,,,,,,, 
-1.016483168,-1.100995291,0.040058113,,,,,,, 
-0.874695279,-1.100995291,0.083208364,,,,,,, 
-0.874695279,-0.725105826,0.548586798,,,,,,, 
-1.007047554,-0.725105826,0.190251766,,,,,,, 
-1.007047554,-1.200533885,-0.117944538,,,,,,, 
-0.884481303,-1.200533885,-1.629881996,,,,,,, 
-0.884481303,-1.241371333,-2.768010265,,,,,,, 
-0.803308363,-1.241371333,-4.141113967,,,,,,, 
-0.803308363,-1.568814468,-5.702987213,,,,,,, 
-0.593575465,-1.568814468,-5.975523915,,,,,,, 
-0.593575465,-1.173232995,-4.772206867,,,,,,, 
-0.995292658,-1.173232995,-2.784527341,,,,,,, 
-0.995292658,-1.252303557,-1.846655226,,,,,,, 
-1.007798446,-1.252303557,-1.110045427,,,,,,, 
-1.007798446,-1.261922462,-0.716266153,,,,,,, 
-1.097057426,-1.261922462,-0.253248153,,,,,,, 
-1.097057426,-1.423380298,-0.095791854,,,,,,, 
-1.014651089,-1.423380298,-0.019167578,,,,,,, 
-1.014651089,-1.046654308,0.275675705,,,,,,, 
-1.130513101,-1.046654308,0.071308393,,,,,,, 
-1.130513101,-1.432859939,-1.013521938,,,,,,, 
-0.922141512,-1.432859939,-2.01066131,,,,,,, 
-0.922141512,-1.14200378,-3.315004179,,,,,,, 
-0.70433337,-1.14200378,-4.177762523,,,,,,, 
-0.70433337,-1.659944672,-5.642615348,,,,,,, 
-0.515169261,-1.659944672,-4.806262708,,,,,,, 
-0.515169261,-0.826429779,-3.166241581,,,,,,, 
-0.889960253,-0.826429779,-1.800998177,,,,,,, 
-0.889960253,-1.306368559,-1.600993298,,,,,,, 
-0.856503699,-1.306368559,-0.865056688,,,,,,, 
-0.856503699,-0.988304004,-0.226091126,,,,,,, 
-1.023493368,-0.988304004,-0.045057679,,,,,,, 
-1.023493368,-1.392117226,-0.174064378,,,,,,, 
-0.988385964,-1.392117226,0.131375851,,,,,,, 
-0.988385964,-1.063286556,0.015511672,,,,,,, 
-0.953558502,-1.063286556,-0.818222909,,,,,,, 
-0.953558502,-1.577805919,-2.49268759,,,,,,, 
-0.786559611,-1.577805919,-3.274176144,,,,,,, 
-0.786559611,-1.336388562,-4.566867651,,,,,,, 
-0.578206684,-1.336388562,-5.179822444,,,,,,, 
-0.578206684,-1.698639966,-5.609209689,,,,,,, 
-0.66134701,-1.698639966,-3.246039407,,,,,,, 
-0.66134701,-0.904840711,-2.300372193,,,,,,, 
-0.914720547,-0.904840711,-1.140579172,,,,,,, 
-0.914720547,-1.485542597,-1.098470221,,,,,,, 
-1.037809796,-1.485542597,-0.514822538,,,,,,, 
-1.037809796,-1.145947201,-0.09220265,,,,,,, 
-0.925579457,-1.145947201,0.016161814,,,,,,, 
-0.925579457,-1.484690229,-0.104403393,,,,,,, 
-1.000316933,-1.484690229,-0.092492957,,,,,,, 
-1.000316933,-1.196357667,-1.066463923,,,,,,, 
-0.882960916,-1.196357667,-1.979541696,,,,,,, 
-0.882960916,-1.743397076,-3.63006227,,,,,,, 
-0.699859225,-1.743397076,-4.333745555,,,,,,, 
-0.699859225,-1.389099032,-5.55021783,,,,,,, 
-0.702485985,-1.389099032,-4.111266045,,,,,,, 
-0.702485985,-1.519894697,-2.976830208,,,,,,, 
-0.913726154,-1.519894697,-1.499057643,,,,,,, 
-0.913726154,-1.176100114,-1.001959418,,,,,,, 
-0.873460072,-1.176100114,-0.338235549,,,,,,, 
-0.873460072,-1.618173293,-0.6160098,,,,,,, 
-0.922320452,-1.618173293,-0.110696126,,,,,,, 
-0.922320452,-1.227203877,0.12856305,,,,,,, 
-0.954743395,-1.227203877,0.15944575,,,,,,, 
-0.954743395,-1.502533299,0.096953637,,,,,,, 
-0.911697723,-1.502533299,-0.246454927,,,,,,, 
-0.911697723,-1.161018972,-0.892811354,,,,,,, 
-0.875854657,-1.161018972,-1.940909465,,,,,,, 
-0.875854657,-1.654413422,-3.340997994,,,,,,, 
-0.649294279,-1.654413422,-4.229611951,,,,,,, 
-0.649294279,-1.311713917,-4.530644771,,,,,,, 
-0.709057875,-1.311713917,-2.959483166,,,,,,, 
-0.709057875,-1.402938382,-2.212714486,,,,,,, 
-0.845469047,-1.402938382,-1.163270848,,,,,,, 
-0.845469047,-1.066736256,-0.692789081,,,,,,, 
-0.89887402,-1.066736256,-0.168710388,,,,,,, 
-0.89887402,-1.521191193,-0.067102161,,,,,,, 
-0.87281151,-1.521191193,0.031866627,,,,,,, 
-0.87281151,-1.018253988,0.331323543,,,,,,, 
-0.872590977,-1.018253988,0.398913964,,,,,,, 
-0.872590977,-1.532362171,-0.501829989,,,,,,, 
-0.822170644,-1.532362171,-1.060495999,,,,,,, 
-0.822170644,-1.012231881,-2.012064211,,,,,,, 
-0.65049294,-1.012231881,-2.996968701,,,,,,, 
-0.65049294,-1.574158162,-4.530035319,,,,,,, 
-0.480423471,-1.574158162,-4.301238249,,,,,,, 
-0.480423471,-0.81303216,-2.877418417,,,,,,, 
-0.743580644,-0.81303216,-1.353149111,,,,,,, 
-0.743580644,-1.463099244,-1.153974943,,,,,,, 
-0.845814883,-1.463099244,-0.531886676,,,,,,, 
-0.845814883,-1.079950218,0.096844972,,,,,,, 
-0.830009661,-1.079950218,0.269994826,,,,,,, 
-0.830009661,-1.410495399,0.08060525,,,,,,, 
-0.840212761,-1.410495399,0.330915554,,,,,,, 
-0.840212761,-1.089099179,0.459268428,,,,,,, 
-0.865987875,-1.089099179,0.631545766,,,,,,, 
-0.865987875,-1.459269582,0.038666309,,,,,,, 
-0.89478896,-1.459269582,-0.644290329,,,,,,, 
-0.89478896,-1.011431111,-1.595637863,,,,,,, 
-0.711579257,-1.011431111,-2.55128864,,,,,,, 
-0.711579257,-1.628844949,-4.211028661,,,,,,, 
-0.545298328,-1.628844949,-4.657886911,,,,,,, 
-0.545298328,-1.100735899,-4.596868671,,,,,,, 
-0.774850773,-1.100735899,-2.276436452,,,,,,, 
-0.774850773,-1.599632251,-1.722676099,,,,,,, 
-0.934138728,-1.599632251,-0.831580148,,,,,,, 
-0.934138728,-1.162191863,-0.048449727,,,,,,, 
-0.924238578,-1.162191863,0.05980104,,,,,,, 
-0.924238578,-1.547676576,-0.127656524,,,,,,, 
-0.929818544,-1.547676576,0.284889489,,,,,,, 
-0.929818544,-1.193643181,0.338347845,,,,,,, 
-1.008271894,-1.193643181,0.461180247,,,,,,, 
-1.008271894,-1.720553363,-0.647258916,,,,,,, 
-0.994207152,-1.720553363,-0.91469267,,,,,,, 
-0.994207152,-1.294684811,-2.05274651,,,,,,, 
-0.772777334,-1.294684811,-2.894160808,,,,,,, 
-0.772777334,-1.833613843,-4.417307675,,,,,,, 
-0.703311674,-1.833613843,-3.547011984,,,,,,, 
-0.703311674,-1.239241022,-2.315138392,,,,,,, 
-0.966602433,-1.239241022,-1.011233942,,,,,,, 
-0.966602433,-1.608695466,-1.101683154,,,,,,, 
-0.902497729,-1.608695466,-0.248316891,,,,,,, 
-0.902497729,-1.120464669,-0.056968661,,,,,,, 
-0.958050149,-1.120464669,0.169507449,,,,,,, 
-0.958050149,-1.585312079,-0.061319084,,,,,,, 
-1.005546274,-1.585312079,0.028970084,,,,,,, 
-1.005546274,-1.2964769,-0.709653386,,,,,,, 
-0.936998758,-1.2964769,-1.433047745,,,,,,, 
-0.936998758,-1.694023785,-3.085861981,,,,,,, 
-0.75538777,-1.694023785,-3.602956622,,,,,,, 
-0.75538777,-1.314898908,-4.92411395,,,,,,, 
-0.641764015,-1.314898908,-4.272346487,,,,,,, 
-0.641764015,-1.585799918,-3.108231752,,,,,,, 
-0.907995662,-1.585799918,-1.468771307,,,,,,, 
-0.907995662,-1.284760454,-1.079910365,,,,,,, 
-0.990687575,-1.284760454,-0.565228052,,,,,,, 
-0.990687575,-1.62844801,-0.656456319,,,,,,, 
-0.993033912,-1.62844801,0.04480052,,,,,,, 
-0.993033912,-1.18105944,0.1445881,,,,,,, 
-0.964010963,-1.18105944,0.329403523,,,,,,, 
-0.964010963,-1.561036996,-0.273368721,,,,,,, 
-0.985043008,-1.561036996,-0.621082261,,,,,,, 
-0.985043008,-1.162941637,-1.652883765,,,,,,, 
-0.760738558,-1.162941637,-2.509769219,,,,,,, 
-0.760738558,-1.731999617,-4.061558572,,,,,,, 
-0.535600838,-1.731999617,-4.463982853,,,,,,, 
-0.535600838,-1.224839719,-4.888781679,,,,,,, 
-0.686770133,-1.224839719,-2.668266172,,,,,,, 
-0.686770133,-1.455372862,-2.376572178,,,,,,, 
-0.862610889,-1.455372862,-1.006593725,,,,,,, 
-0.862610889,-1.166839767,-0.667144012,,,,,,, 
-0.905591013,-1.166839767,-0.103158852,,,,,,, 
-0.905591013,-1.501695987,-0.274502327,,,,,,, 
-0.955708014,-1.501695987,0.132059319,,,,,,, 
-0.955708014,-1.12363906,0.111690963,,,,,,, 
-0.917813791,-1.12363906,-0.075485951,,,,,,, 
-0.917813791,-1.461663616,-1.42873634,,,,,,, 
-0.810049325,-1.461663616,-1.83139545,,,,,,, 
-0.810049325,-1.102177964,-3.093600675,,,,,,, 
-0.589556048,-1.102177964,-3.722310667,,,,,,, 
-0.589556048,-1.737931323,-5.353809714,,,,,,, 
-0.536888349,-1.737931323,-4.380626464,,,,,,, 
-0.536888349,-0.999774576,-2.831161512,,,,,,, 
-0.76361522,-0.999774576,-1.340617999,,,,,,, 
-0.76361522,-1.393957472,-1.164613543,,,,,,, 
-0.84707556,-1.393957472,-0.547801836,,,,,,, 
-0.84707556,-1.052894134,-0.106310762,,,,,,, 
-0.840710942,-1.052894134,0.079691565,,,,,,, 
-0.840710942,-1.166831677,-0.141668776,,,,,,, 
-0.884760006,-1.166831677,0.168342773,,,,,,, 
-0.884760006,-1.10708663,-0.11339869,,,,,,, 
-0.858810783,-1.10708663,-0.774245195,,,,,,, 
-0.858810783,-1.327789894,-1.958181338,,,,,,, 
-0.764788256,-1.327789894,-2.755434195,,,,,,, 
-0.764788256,-1.29312551,-4.077924466,,,,,,, 
-0.576208689,-1.29312551,-4.088615546,,,,,,, 
-0.576208689,-1.315237945,-3.38137198,,,,,,, 
-0.852661286,-1.315237945,-1.59671319,,,,,,, 
-0.852661286,-1.17046327,-1.062764997,,,,,,, 
-0.840548867,-1.17046327,-0.279702954,,,,,,, 
-0.840548867,-1.236559259,-0.17253816,,,,,,, 
-0.952765664,-1.236559259,0.028516826,,,,,,, 
-0.952765664,-1.323417626,0.183040995,,,,,,, 
-0.910473658,-1.323417626,0.248564964,,,,,,, 
-0.910473658,-1.164075366,0.364892245,,,,,,, 
-0.96802987,-1.164075366,0.338156633,,,,,,, 
-0.96802987,-1.458307581,-0.033684278,,,,,,, 
-0.903066572,-1.458307581,-0.735070282,,,,,,, 
-0.903066572,-1.248173639,-1.440616846,,,,,,, 
-0.936570627,-1.248173639,-2.469234771,,,,,,, 
-0.936570627,-1.697282779,-3.578059031,,,,,,, 
-0.60444059,-1.697282779,-4.320231358,,,,,,, 
-0.60444059,-1.496111758,-4.639317349,,,,,,, 
-0.910608838,-1.496111758,-2.731801256,,,,,,, 
-0.910608838,-1.458156934,-1.594952361,,,,,,, 
-0.883273805,-1.458156934,-0.846691291,,,,,,, 
-0.883273805,-1.291314163,-0.078116334,,,,,,, 
-1.07054318,-1.291314163,0.041187624,,,,,,, 
-1.07054318,-1.545383875,0.177659881,,,,,,, 
-0.953154074,-1.545383875,0.255157083,,,,,,, 
-0.953154074,-1.276961535,0.50361052,,,,,,, 
-1.138018561,-1.276961535,0.616254457,,,,,,, 
-1.138018561,-1.67623723,-0.178144395,,,,,,, 
-1.023619397,-1.67623723,-0.905181212,,,,,,, 
-1.023619397,-1.271039231,-1.927491111,,,,,,, 
-0.869691672,-1.271039231,-2.810257573,,,,,,, 
-0.869691672,-1.977006605,-4.545437107,,,,,,, 
-0.685672967,-1.977006605,-4.146767246,,,,,,, 
-0.685672967,-1.185259135,-2.746670266,,,,,,, 
-0.984291701,-1.185259135,-1.139372735,,,,,,, 
-0.984291701,-1.674431274,-1.024315081,,,,,,, 
-0.908007921,-1.674431274,-0.163700339,,,,,,, 
-0.908007921,-1.319813119,0.096302883,,,,,,, 
-1.02006353,-1.319813119,0.357470486,,,,,,, 
-1.02006353,-1.684043462,0.096825106,,,,,,, 
-0.974560333,-1.684043462,0.392336024,,,,,,, 
-0.974560333,-1.353697645,0.506828111,,,,,,, 
-1.074265299,-1.353697645,0.332352728,,,,,,, 
-1.074265299,-1.713272653,-0.849888753,,,,,,, 
-0.965439915,-1.713272653,-1.285646823,,,,,,, 
-0.965439915,-1.410197786,-2.75921466,,,,,,, 
-0.765674238,-1.410197786,-3.297832523,,,,,,, 
-0.765674238,-1.877404234,-4.763332327,,,,,,, 
-0.798130624,-1.877404234,-3.336069511,,,,,,, 
-0.798130624,-1.365185462,-2.358695415,,,,,,, 
-1.012999468,-1.365185462,-0.891907735,,,,,,, 
-1.012999468,-1.695249398,-1.024886318,,,,,,, 
-1.024525891,-1.695249398,0.047178337,,,,,,, 
-1.024525891,-1.417197588,0.009843274,,,,,,, 
-0.993146914,-1.417197588,0.435990725,,,,,,, 
-0.993146914,-1.578012775,0.14673989,,,,,,, 
-1.027590148,-1.578012775,0.568299487,,,,,,, 
-1.027590148,-1.418079091,0.157339409,,,,,,, 
-1.002625391,-1.418079091,-0.237904013,,,,,,, 
-1.002625391,-1.471279963,-1.464108345,,,,,,, 
-0.932152026,-1.471279963,-1.933182273,,,,,,, 
-0.932152026,-1.46822757,-3.411611324,,,,,,, 
-0.661780917,-1.46822757,-3.515231569,,,,,,, 
-0.661780917,-1.363566636,-3.295533984,,,,,,, 
-0.984532687,-1.363566636,-1.627197373,,,,,,, 
-0.984532687,-1.568289549,-1.245289021,,,,,,, 
-0.906962913,-1.568289549,-0.283178794,,,,,,, 
-0.906962913,-1.277601625,-0.094917422,,,,,,, 
-1.053356911,-1.277601625,0.143615725,,,,,,, 
-1.053356911,-1.49852124,0.236942577,,,,,,, 
-0.934785747,-1.49852124,0.429122428,,,,,,, 
-0.934785747,-1.3735565,0.349321615,,,,,,, 
-1.086404975,-1.3735565,0.547340712,,,,,,, 
-1.086404975,-1.629554094,0.035517343,,,,,,, 
-0.889388319,-1.629554094,-0.463730591,,,,,,, 
-0.889388319,-1.40798823,-1.201387488,,,,,,, 
-0.887956585,-1.40798823,-1.639852148,,,,,,, 
-0.887956585,-1.735571554,-3.258620179,,,,,,, 
-0.641155433,-1.735571554,-3.548521925,,,,,,, 
-0.641155433,-1.434699243,-4.341459185,,,,,,, 
-0.832886115,-1.434699243,-2.446404959,,,,,,, 
-0.832886115,-1.587653282,-1.929454418,,,,,,, 
-0.881132241,-1.587653282,-0.85822314,,,,,,, 
-0.881132241,-1.177447915,-0.753534282,,,,,,, 
-0.902984012,-1.177447915,-0.007848303,,,,,,, 
-0.902984012,-1.675390043,-0.137799082,,,,,,, 
-0.876933736,-1.675390043,0.168445467,,,,,,, 
-0.876933736,-1.383788879,0.350340868,,,,,,, 
-0.957890947,-1.383788879,0.350754328,,,,,,, 
-0.957890947,-1.704138202,-0.098708784,,,,,,, 
-0.988501236,-1.704138202,-0.284633834,,,,,,, 
-0.988501236,-1.267211506,-1.253556593,,,,,,, 
-0.883017828,-1.267211506,-1.810792291,,,,,,, 
-0.883017828,-1.956016186,-3.461746748,,,,,,, 
-0.766866979,-1.956016186,-3.798864934,,,,,,, 
-0.766866979,-1.539744827,-4.392504018,,,,,,, 
-0.83833553,-1.539744827,-2.628157845,,,,,,, 
-0.83833553,-1.64900782,-1.764293947,,,,,,, 
-1.043032761,-1.64900782,-0.852165177,,,,,,, 
-1.043032761,-1.364195398,-0.538797305,,,,,,, 
-0.997768677,-1.364195398,0.125995955,,,,,,, 
-0.997768677,-1.529779834,0.120303018,,,,,,, 
-0.969867294,-1.529779834,0.330517341,,,,,,, 
-0.969867294,-1.262703532,0.247866082,,,,,,, 
-0.88837772,-1.262703532,0.097115383,,,,,,, 
-0.88837772,-1.262124668,-0.746511588,,,,,,, 
-0.941953906,-1.262124668,-1.610060212,,,,,,, 
-0.941953906,-1.469810242,-3.155129439,,,,,,, 
-0.669421514,-1.469810242,-3.678755096,,,,,,, 
-0.669421514,-1.516547575,-4.931579517,,,,,,, 
-0.813985545,-1.516547575,-3.627803924,,,,,,, 
-0.813985545,-1.327296327,-2.495689427,,,,,,, 
-0.894599737,-1.327296327,-1.1133986,,,,,,, 
-0.894599737,-1.175848349,-0.818267394,,,,,,, 
-1.084206301,-1.175848349,-0.1338534,,,,,,, 
-1.084206301,-1.476355442,-0.061718127,,,,,,, 
-0.950578907,-1.476355442,0.261093855,,,,,,, 
-0.950578907,-1.137089381,0.332946795,,,,,,, 
-1.053616266,-1.137089381,0.522742171,,,,,,, 
-1.053616266,-1.509491418,0.276268195,,,,,,, 
-0.943604039,-1.509491418,0.125913538,,,,,,, 
-0.943604039,-1.265968167,-0.736317134,,,,,,, 
-0.958981428,-1.265968167,-1.197248657,,,,,,, 
-0.958981428,-1.649081477,-2.871981519,,,,,,, 
-0.849555365,-1.649081477,-3.250490835,,,,,,, 
-0.849555365,-1.526872901,-4.436331365,,,,,,, 
-0.844758623,-1.526872901,-3.267492586,,,,,,, 
-0.844758623,-1.759247667,-2.606512364,,,,,,, 
-1.105684936,-1.759247667,-0.932536001,,,,,,, 
-1.105684936,-1.352626364,-0.808627334,,,,,,, 
-1.06864973,-1.352626364,0.140840411,,,,,,, 
-1.06864973,-1.730344244,-0.583621526,,,,,,, 
-1.040939814,-1.730344244,0.477555811,,,,,,, 
-1.040939814,-1.453743175,0.282713658,,,,,,, 
-1.042198158,-1.453743175,0.688459495,,,,,,, 
-1.042198158,-1.727220556,0.087046761,,,,,,, 
-1.206110514,-1.727220556,0.158789835,,,,,,, 
-1.206110514,-1.591765236,-1.342251398,,,,,,, 
-0.989428809,-1.591765236,-1.571121134,,,,,,, 
-0.989428809,-1.76727498,-3.526556509,,,,,,, 
-0.942091023,-1.76727498,-3.662460997,,,,,,, 
-0.942091023,-1.55997019,-4.451760965,,,,,,, 
-0.912689524,-1.55997019,-2.289511658,,,,,,, 
-0.912689524,-1.466225032,-1.705559322,,,,,,, 
-1.129333251,-1.466225032,-0.797237706,,,,,,, 
-1.129333251,-1.609601036,-0.798247439,,,,,,, 
-1.055734761,-1.609601036,0.119476797,,,,,,, 
-1.055734761,-1.481290787,0.047726013,,,,,,, 
-1.213012481,-1.481290787,0.304084731,,,,,,, 
-1.213012481,-1.61383497,0.213348212,,,,,,, 
-1.124955795,-1.61383497,0.622769346,,,,,,, 
-1.124955795,-1.478327865,0.117209852,,,,,,, 
-1.478685782,-1.478327865,-0.484489486,,,,,,, 
-1.478685782,-1.614406505,-1.475677117,,,,,,, 
-0.975291574,-1.614406505,-2.02102164,,,,,,, 
-0.975291574,-1.425397065,-3.287508306,,,,,,, 
-0.98016167,-1.425397065,-3.620123432,,,,,,, 
-0.98016167,-1.707509326,-3.831276492,,,,,,, 
-0.948037863,-1.707509326,-1.546356536,,,,,,, 
-0.948037863,-1.424183914,-1.114628253,,,,,,, 
-1.11556683,-1.424183914,-0.0492377,,,,,,, 
-1.11556683,-1.670883538,-0.156785675,,,,,,, 
-1.085753173,-1.670883538,0.327123788,,,,,,, 
-1.085753173,-1.336759745,0.232497931,,,,,,, 
-1.138204625,-1.336759745,0.71336867,,,,,,, 
-1.138204625,-1.649272148,0.166920754,,,,,,, 
-1.106597268,-1.649272148,0.442688768,,,,,,, 
-1.106597268,-1.34858714,-0.649334309,,,,,,, 
-1.016587192,-1.34858714,-0.845583456,,,,,,, 
-1.016587192,-1.687012299,-2.684670483,,,,,,, 
-0.909836564,-1.687012299,-2.968152656,,,,,,, 
-0.909836564,-1.407522419,-4.241421681,,,,,,, 
-0.789908737,-1.407522419,-3.66790421,,,,,,, 
-0.789908737,-1.572987848,-2.894100514,,,,,,, 
-1.037288916,-1.572987848,-1.25652758,,,,,,, 
-1.037288916,-1.17214759,-0.984553177,,,,,,, 
-1.104262812,-1.17214759,-0.07267939,,,,,,, 
-1.104262812,-1.482215607,-0.681546597,,,,,,, 
-1.085805936,-1.482215607,0.131426293,,,,,,, 
-1.085805936,-1.128103092,0.002086021,,,,,,, 
-1.056606853,-1.128103092,0.38743248,,,,,,, 
-1.056606853,-1.684155056,-0.642859058,,,,,,, 
-1.105162543,-1.684155056,-0.862046064,,,,,,, 
-1.105162543,-1.324411357,-2.282978619,,,,,,, 
-0.920500419,-1.324411357,-2.815036464,,,,,,, 
-0.920500419,-1.60651317,-4.524493955,,,,,,, 
-0.822744043,-1.60651317,-4.697582193,,,,,,, 
-0.822744043,-1.355143304,-4.521195313,,,,,,, 
-0.936984763,-1.355143304,-2.316364662,,,,,,, 
-0.936984763,-1.31348953,-1.788638811,,,,,,, 
-1.064508567,-1.31348953,-0.969000474,,,,,,, 
-1.064508567,-1.288699895,-0.843462398,,,,,,, 
-0.982953453,-1.288699895,-0.212282723,,,,,,, 
-0.982953453,-1.2556802,-0.062840955,,,,,,, 
-1.111917225,-1.2556802,-0.033656836,,,,,,, 
-1.111917225,-1.705330601,-0.728441515,,,,,,, 
-1.02928838,-1.705330601,-1.144695412,,,,,,, 
-1.02928838,-1.414181137,-2.262572903,,,,,,, 
-0.96300279,-1.414181137,-3.164071321,,,,,,, 
-0.96300279,-1.64051237,-4.453157069,,,,,,, 
-0.780227248,-1.64051237,-4.144419588,,,,,,, 
-0.780227248,-1.423729023,-2.834754026,,,,,,, 
-1.060660973,-1.423729023,-1.494859961,,,,,,, 
-1.060660973,-1.640477371,-1.307990992,,,,,,, 
-1.05705481,-1.640477371,-0.725743503,,,,,,, 
-1.05705481,-1.342123798,-0.283936725,,,,,,, 
-1.051261774,-1.342123798,-0.047227348,,,,,,, 
-1.051261774,-1.582367787,-0.633167944,,,,,,, 
-1.028701295,-1.582367787,-0.020550476,,,,,,, 
-1.028701295,-1.235513774,0.136775332,,,,,,, 
-0.997583706,-1.235513774,-0.249259168,,,,,,, 
-0.997583706,-1.600971696,-1.454690511,,,,,,, 
-1.020103217,-1.600971696,-1.661696825,,,,,,, 
-1.020103217,-1.188376207,-3.009720629,,,,,,, 
-0.804743246,-1.188376207,-3.317431245,,,,,,, 
-0.804743246,-1.630553421,-4.506093845,,,,,,, 
-0.945930822,-1.630553421,-2.780087499,,,,,,, 
-0.945930822,-1.263273994,-1.825223356,,,,,,, 
-0.973015697,-1.263273994,-0.85309607,,,,,,, 
-0.973015697,-1.321655201,-0.866889712,,,,,,, 
-1.065731214,-1.321655201,-0.207748287,,,,,,, 
-1.065731214,-1.380075933,-0.267737824,,,,,,, 
-1.070455222,-1.380075933,0.073401745,,,,,,, 
-1.070455222,-1.108126266,-0.110865608,,,,,,, 
-1.12539168,-1.108126266,0.213442826,,,,,,, 
-1.12539168,-1.401607999,0.052107768,,,,,,, 
-1.048693282,-1.401607999,0.191305715,,,,,,, 
-1.048693282,-1.217184207,-0.746163568,,,,,,, 
-1.187932635,-1.217184207,-0.90082655,,,,,,, 
-1.187932635,-1.586974033,-2.326657686,,,,,,, 
-1.001252546,-1.586974033,-2.728279355,,,,,,, 
-1.001252546,-1.071842542,-3.903471406,,,,,,, 
-0.994021793,-1.071842542,-3.212558888,,,,,,, 
-0.994021793,-1.502517309,-2.537178477,,,,,,, 
-1.082867494,-1.502517309,-1.072207766,,,,,,, 
-1.082867494,-1.258220991,-0.984718168,,,,,,, 
-1.110943014,-1.258220991,-0.176493142,,,,,,, 
-1.110943014,-1.551024436,-0.63946862,,,,,,, 
-1.008620534,-1.551024436,-0.035437427,,,,,,, 
-1.008620534,-1.121483455,-0.015612415,,,,,,, 
-1.058901169,-1.121483455,0.366773834,,,,,,, 
-1.058901169,-1.490488147,-0.011124672,,,,,,, 
-0.992947055,-1.490488147,0.316082897,,,,,,, 
-0.992947055,-1.176646054,0.278778785,,,,,,, 
-1.00951865,-1.176646054,-0.007184186,,,,,,, 
-1.00951865,-1.502029901,-1.171914957,,,,,,, 
-0.989952457,-1.502029901,-1.405176326,,,,,,, 
-0.989952457,-0.979861691,-2.7048123,,,,,,, 
-0.705582963,-0.979861691,-3.073948511,,,,,,, 
-0.705582963,-1.475441641,-4.172212239,,,,,,, 
-0.890797329,-1.475441641,-2.326268836,,,,,,, 
-0.890797329,-1.1391186,-1.576641981,,,,,,, 
-0.961935482,-1.1391186,-0.705186507,,,,,,, 
-0.961935482,-1.435893069,-0.873017222,,,,,,, 
-0.989203953,-1.435893069,-0.114877617,,,,,,, 
-0.989203953,-1.203623285,-0.127974314,,,,,,, 
-0.9783175,-1.203623285,0.052965287,,,,,,, 
-0.9783175,-1.431827927,0.143034092,,,,,,, 
-1.100497189,-1.431827927,0.062275495,,,,,,, 
-1.100497189,-1.411906614,-0.700858481,,,,,,, 
-0.945401407,-1.411906614,-0.83849589,,,,,,, 
-0.945401407,-1.291382041,-1.44585593,,,,,,, 
-0.95513435,-1.291382041,-2.022856389,,,,,,, 
-0.95513435,-1.450326152,-3.013466634,,,,,,, 
-0.837692128,-1.450326152,-1.928238045,,,,,,, 
-0.837692128,-1.228659299,-1.364694547,,,,,,, 
-1.068920156,-1.228659299,-0.874215442,,,,,,, 
-1.068920156,-1.580693079,-0.810248789,,,,,,, 
-0.929160348,-1.580693079,-0.138569108,,,,,,, 
-0.929160348,-1.217563485,0.053800237,,,,,,, 
-1.039209774,-1.217563485,0.15808717,,,,,,, 
-1.039209774,-1.60513595,-0.034989109,,,,,,, 
-0.976219588,-1.60513595,0.075791565,,,,,,, 
-0.976219588,-1.30689579,0.152078546,,,,,,, 
-1.062044184,-1.30689579,0.222662781,,,,,,, 
-1.062044184,-1.730166591,-0.918520975,,,,,,, 
-1.024472625,-1.730166591,-0.898998125,,,,,,, 
-1.024472625,-1.38897161,-1.892163019,,,,,,, 
-0.920271353,-1.38897161,-2.228415926,,,,,,, 
-0.920271353,-1.776617773,-3.656017296,,,,,,, 
-0.790955093,-1.776617773,-3.183488127,,,,,,, 
-0.790955093,-1.223690277,-2.715822588,,,,,,, 
-0.929750943,-1.223690277,-1.04547891,,,,,,, 
-0.929750943,-1.645978034,-1.303216444,,,,,,, 
-0.986092734,-1.645978034,-0.233703021,,,,,,, 
-0.986092734,-1.437906477,-0.137190546,,,,,,, 
-0.913356934,-1.437906477,0.128614745,,,,,,, 
-0.913356934,-1.620471321,-0.132615238,,,,,,, 
-0.974483719,-1.620471321,0.213232103,,,,,,, 
-0.974483719,-1.378821383,0.132302447,,,,,,, 
-0.967929295,-1.378821383,0.035376878,,,,,,, 
-0.967929295,-1.490747168,-0.8942186,,,,,,, 
-0.934723141,-1.490747168,-1.139385006,,,,,,, 
-0.934723141,-1.363613377,-2.37125223,,,,,,, 
-0.827572067,-1.363613377,-2.506421991,,,,,,, 
-0.827572067,-1.558514637,-3.801170326,,,,,,, 
-0.65739469,-1.558514637,-3.84250745,,,,,,, 
-0.65739469,-1.38712048,-3.475927675,,,,,,, 
-0.893177866,-1.38712048,-1.413108747,,,,,,, 
-0.893177866,-1.405420111,-1.106648994,,,,,,, 
-1.015735114,-1.405420111,-0.260885211,,,,,,, 
-1.015735114,-1.408608918,-0.163210011,,,,,,, 
-0.996710811,-1.408608918,0.038106212,,,,,,, 
-0.996710811,-1.288631288,0.248332349,,,,,,, 
-1.080041587,-1.288631288,0.164804312,,,,,,, 
-1.080041587,-1.437762867,-0.296136625,,,,,,, 
-1.004701474,-1.437762867,-1.185851752,,,,,,, 
-1.004701474,-1.273399683,-1.73500505,,,,,,, 
