 X Translation (mm), Y Translation (mm), Z Translation (mm),,,,,,, 
-0.946649056,-1.273399683,-2.824753082,,,,,,, 
-0.946649056,-1.462093596,-3.639580993,,,,,,, 
-0.82163611,-1.462093596,-3.452931874,,,,,,, 
-0.82163611,-1.367409051,-1.98707227,,,,,,, 
-0.984860971,-1.367409051,-1.566287778,,,,,,, 
-0.984860971,-1.449567203,-0.950360257,,,,,,, 
-0.904513542,-1.449567203,-0.977737193,,,,,,, 
-0.904513542,-1.242908947,0.145641901,,,,,,, 
-1.046404783,-1.242908947,-0.032371313,,,,,,, 
-1.046404783,-1.530017245,0.288143843,,,,,,, 
-0.999181498,-1.530017245,-0.016635019,,,,,,, 
-0.999181498,-1.235841372,0.396039336,,,,,,, 
-1.07901272,-1.235841372,-0.135499662,,,,,,, 
-1.07901272,-1.504720198,-0.861815438,,,,,,, 
-0.982369985,-1.504720198,-1.684719386,,,,,,, 
-0.982369985,-1.145902199,-2.082865045,,,,,,, 
-0.847796946,-1.145902199,-3.2485237,,,,,,, 
-0.847796946,-1.703342649,-4.300904099,,,,,,, 
-0.740819767,-1.703342649,-4.541560945,,,,,,, 
-0.740819767,-1.206128232,-3.286699219,,,,,,, 
-0.915397458,-1.206128232,-1.734148685,,,,,,, 
-0.915397458,-1.544980196,-1.422982622,,,,,,, 
-1.016701101,-1.544980196,-0.863098567,,,,,,, 
-1.016701101,-1.253322535,-0.212036334,,,,,,, 
-0.998012863,-1.253322535,-0.054966613,,,,,,, 
-0.998012863,-1.53978544,-0.215067233,,,,,,, 
-1.044425609,-1.53978544,0.110268777,,,,,,, 
-1.044425609,-1.431040676,-0.691560186,,,,,,, 
-1.03507302,-1.431040676,-0.930812376,,,,,,, 
-1.03507302,-1.787999103,-2.386198805,,,,,,, 
-0.961149508,-1.787999103,-2.82315011,,,,,,, 
-0.961149508,-1.513476928,-4.268969139,,,,,,, 
-0.811916756,-1.513476928,-3.619193775,,,,,,, 
-0.811916756,-1.459511847,-2.929896181,,,,,,, 
-1.060955431,-1.459511847,-1.305069169,,,,,,, 
-1.060955431,-1.300483358,-1.095520953,,,,,,, 
-1.079939651,-1.300483358,-0.148018836,,,,,,, 
-1.079939651,-1.48577348,-0.691731368,,,,,,, 
-1.151305463,-1.48577348,0.082752751,,,,,,, 
-1.151305463,-1.345536118,-0.052234467,,,,,,, 
-1.13175153,-1.345536118,0.198327471,,,,,,, 
-1.13175153,-1.469590249,-0.65147007,,,,,,, 
-1.165441245,-1.469590249,-1.104244001,,,,,,, 
-1.165441245,-1.318512119,-2.360281386,,,,,,, 
-0.964862513,-1.318512119,-2.6682802,,,,,,, 
-0.964862513,-1.315916582,-3.847376197,,,,,,, 
-0.92946924,-1.315916582,-3.564626515,,,,,,, 
-0.92946924,-1.355260061,-2.643701686,,,,,,, 
-1.03394991,-1.355260061,-1.192320434,,,,,,, 
-1.03394991,-1.223272608,-0.905007442,,,,,,, 
-1.463845004,-1.223272608,-0.746226097,,,,,,, 
-1.463845004,-1.360266773,-0.208207178,,,,,,, 
-1.053854548,-1.360266773,0.045190658,,,,,,, 
-1.053854548,-1.041129229,0.127012746,,,,,,, 
-1.201521414,-1.041129229,0.05377066,,,,,,, 
-1.201521414,-1.343305992,0.229407307,,,,,,, 
-1.149893555,-1.343305992,-0.134085734,,,,,,, 
-1.149893555,-1.092202552,-0.936181136,,,,,,, 
-1.136430052,-1.092202552,-1.502481418,,,,,,, 
-1.136430052,-1.455044541,-2.611080236,,,,,,, 
-0.953305293,-1.455044541,-3.072411647,,,,,,, 
-0.953305293,-1.156623103,-4.025860358,,,,,,, 
-1.009089578,-1.156623103,-2.928350058,,,,,,, 
-1.009089578,-1.443080671,-1.819705773,,,,,,, 
-1.059649275,-1.443080671,-1.028228016,,,,,,, 
-1.059649275,-1.077565537,-0.752369822,,,,,,, 
-1.208264094,-1.077565537,-0.090741181,,,,,,, 
-1.208264094,-1.29121644,-0.048746747,,,,,,, 
-1.093838043,-1.29121644,0.087357512,,,,,,, 
-1.093838043,-1.04388455,0.297733184,,,,,,, 
-0.919688556,-1.04388455,0.391840555,,,,,,, 
-0.919688556,-1.387229688,0.274939176,,,,,,, 
-0.897367483,-1.387229688,-0.006318743,,,,,,, 
-0.897367483,-1.132542249,-0.60952157,,,,,,, 
-0.890485194,-1.132542249,-1.110227058,,,,,,, 
-0.890485194,-1.56085096,-2.322935536,,,,,,, 
-0.801751034,-1.56085096,-2.922551345,,,,,,, 
-0.801751034,-1.285586374,-3.803309093,,,,,,, 
-0.752456806,-1.285586374,-3.328635042,,,,,,, 
-0.752456806,-1.564260518,-2.71856378,,,,,,, 
-0.951241103,-1.564260518,-1.311536558,,,,,,, 
-0.951241103,-1.127703556,-0.88857218,,,,,,, 
-1.002686031,-1.127703556,-0.75268807,,,,,,, 
-1.002686031,-1.463239063,-0.674469252,,,,,,, 
-1.00948384,-1.463239063,-0.062375248,,,,,,, 
-1.00948384,-1.173572742,0.001723406,,,,,,, 
-0.98726214,-1.173572742,0.105378308,,,,,,, 
-0.98726214,-1.560699806,-0.656967404,,,,,,, 
-0.98061455,-1.560699806,-1.035696137,,,,,,, 
-0.98061455,-1.141787207,-1.847217167,,,,,,, 
-0.868972698,-1.141787207,-2.659575429,,,,,,, 
-0.868972698,-1.701399243,-3.965146496,,,,,,, 
-0.817002017,-1.701399243,-3.416920754,,,,,,, 
-0.817002017,-1.218910651,-2.560395742,,,,,,, 
-0.931664805,-1.218910651,-1.271652945,,,,,,, 
-0.931664805,-1.440140721,-1.153040296,,,,,,, 
-0.969636555,-1.440140721,-0.857787743,,,,,,, 
-0.969636555,-1.198147883,-0.143929636,,,,,,, 
-0.934418784,-1.198147883,-0.6689415,,,,,,, 
-0.934418784,-1.508506673,0.061591217,,,,,,, 
-1.066857153,-1.508506673,-0.033455406,,,,,,, 
-1.066857153,-1.34051088,-0.037146646,,,,,,, 
-1.018074109,-1.34051088,-1.075411611,,,,,,, 
-1.018074109,-1.493795989,-1.590726769,,,,,,, 
-0.938133807,-1.493795989,-2.668781569,,,,,,, 
-0.938133807,-1.425530986,-3.323313206,,,,,,, 
-0.79014023,-1.425530986,-4.232294058,,,,,,, 
-0.79014023,-1.598624393,-4.638410839,,,,,,, 
-0.910618123,-1.598624393,-3.169363475,,,,,,, 
-0.910618123,-1.529062782,-1.746073476,,,,,,, 
-0.964060042,-1.529062782,-1.344485342,,,,,,, 
-0.964060042,-1.413767149,-0.772900881,,,,,,, 
-1.087545137,-1.413767149,-1.066611964,,,,,,, 
-1.087545137,-1.457229304,-0.154414567,,,,,,, 
-1.020303168,-1.457229304,-0.761744731,,,,,,, 
-1.020303168,-1.140770488,0.040331056,,,,,,, 
-1.134608204,-1.140770488,-0.709867687,,,,,,, 
-1.134608204,-1.415947277,-0.056840794,,,,,,, 
-0.996764774,-1.415947277,-1.253057997,,,,,,, 
-0.996764774,-1.229247466,-1.501635927,,,,,,, 
-1.026671361,-1.229247466,-2.755474577,,,,,,, 
-1.026671361,-1.544415097,-3.558540773,,,,,,, 
-0.779050764,-1.544415097,-4.290733007,,,,,,, 
-0.779050764,-1.111381071,-2.932930619,,,,,,, 
-1.004527886,-1.111381071,-1.767343053,,,,,,, 
-1.004527886,-1.468427543,-1.146980819,,,,,,, 
-1.045514617,-1.468427543,-1.104401936,,,,,,, 
-1.045514617,-1.165507111,-0.096651113,,,,,,, 
-1.052416704,-1.165507111,-0.617097357,,,,,,, 
-1.052416704,-1.525611585,-0.51544124,,,,,,, 
-1.003317245,-1.525611585,-0.762174228,,,,,,, 
-1.003317245,-1.163444118,-0.616197819,,,,,,, 
-0.988871325,-1.163444118,-1.500690505,,,,,,, 
-0.988871325,-1.541048781,-2.614382017,,,,,,, 
-0.92625811,-1.541048781,-3.248658218,,,,,,, 
-0.92625811,-1.313631318,-4.021524372,,,,,,, 
-0.833363753,-1.313631318,-3.413985521,,,,,,, 
-0.833363753,-1.554651173,-2.647214066,,,,,,, 
-0.984984743,-1.554651173,-1.469811975,,,,,,, 
-0.984984743,-1.144709269,-0.919858477,,,,,,, 
-0.928406933,-1.144709269,-0.781183923,,,,,,, 
-0.928406933,-1.456540248,-0.729833226,,,,,,, 
-1.079055136,-1.456540248,-0.147166335,,,,,,, 
-1.079055136,-1.24837546,-0.042051675,,,,,,, 
-0.98129154,-1.24837546,0.002241119,,,,,,, 
-0.98129154,-1.34551477,-0.129789847,,,,,,, 
-1.004830753,-1.34551477,-1.090840134,,,,,,, 
-1.004830753,-1.269103015,-1.687738033,,,,,,, 
-0.882135264,-1.269103015,-2.434267918,,,,,,, 
-0.882135264,-1.417940059,-3.278637006,,,,,,, 
-0.825675797,-1.417940059,-3.701067346,,,,,,, 
-0.825675797,-1.257850018,-3.374074266,,,,,,, 
-0.866918596,-1.257850018,-1.978099491,,,,,,, 
-0.866918596,-1.360164624,-1.277238353,,,,,,, 
-1.016846709,-1.360164624,-1.104630891,,,,,,, 
-1.016846709,-1.387515022,-0.71663478,,,,,,, 
-0.984717145,-1.387515022,-0.68053584,,,,,,, 
-0.984717145,-1.233015872,0.017121493,,,,,,, 
-0.994793319,-1.233015872,-0.68572795,,,,,,, 
-0.994793319,-1.533467024,-0.094368422,,,,,,, 
-0.916983432,-1.533467024,-1.119113314,,,,,,, 
-0.916983432,-1.324027641,-1.602755488,,,,,,, 
-0.927078128,-1.324027641,-2.711012522,,,,,,, 
-0.927078128,-1.657068723,-3.272975572,,,,,,, 
-0.762419232,-1.657068723,-3.595606472,,,,,,, 
-0.762419232,-1.299395413,-2.721101627,,,,,,, 
-1.029602605,-1.299395413,-1.621030751,,,,,,, 
-1.029602605,-1.564192157,-1.162500831,,,,,,, 
-0.93772933,-1.564192157,-0.830801097,,,,,,, 
-0.93772933,-1.300998071,-0.144065091,,,,,,, 
-1.087828999,-1.300998071,-0.046286854,,,,,,, 
-1.087828999,-1.615315383,-0.063604613,,,,,,, 
-1.036223447,-1.615315383,-0.094629456,,,,,,, 
-1.036223447,-1.396609245,-0.844406192,,,,,,, 
-1.036751613,-1.396609245,-1.322542313,,,,,,, 
-1.036751613,-1.758750131,-2.726324581,,,,,,, 
-0.843700903,-1.758750131,-3.117591985,,,,,,, 
-0.843700903,-1.456425122,-4.326676205,,,,,,, 
-0.715988344,-1.456425122,-4.500938581,,,,,,, 
-0.715988344,-1.754830581,-4.650042297,,,,,,, 
-0.858499742,-1.754830581,-2.536830056,,,,,,, 
-0.858499742,-1.319390894,-1.673041204,,,,,,, 
-1.101139558,-1.319390894,-0.87234414,,,,,,, 
-1.101139558,-1.632535326,-1.040804067,,,,,,, 
-1.100407167,-1.632535326,-0.678348595,,,,,,, 
-1.100407167,-1.363673094,-0.040953001,,,,,,, 
-1.183359304,-1.363673094,-0.023517579,,,,,,, 
-1.183359304,-1.697985298,-0.028832626,,,,,,, 
-1.139703829,-1.697985298,-0.791828072,,,,,,, 
-1.139703829,-1.450628132,-1.481586422,,,,,,, 
-1.067954179,-1.450628132,-2.368620609,,,,,,, 
-1.067954179,-2.422862768,-4.201440389,,,,,,, 
-0.987821843,-2.422862768,-4.140616742,,,,,,, 
-0.987821843,-1.446680644,-3.659930281,,,,,,, 
-1.08100721,-1.446680644,-1.925446615,,,,,,, 
-1.08100721,-1.629020659,-1.580775838,,,,,,, 
-1.16798362,-1.629020659,-0.972798039,,,,,,, 
-1.16798362,-1.406480293,-0.84793252,,,,,,, 
-1.140835376,-1.406480293,-0.160465482,,,,,,, 
-1.140835376,-1.565201773,-0.239590404,,,,,,, 
-1.140928875,-1.565201773,-0.124985409,,,,,,, 
-1.140928875,-1.503786719,-1.074093496,,,,,,, 
-1.074892606,-1.503786719,-1.576015555,,,,,,, 
-1.074892606,-1.59018125,-2.787168329,,,,,,, 
-0.977309823,-1.59018125,-3.393531817,,,,,,, 
-0.977309823,-1.688061021,-4.513602308,,,,,,, 
-0.747985686,-1.688061021,-3.487543847,,,,,,, 
-0.747985686,-1.3020584,-2.450577332,,,,,,, 
-1.035662195,-1.3020584,-1.544208788,,,,,,, 
-1.035662195,-1.36867123,-1.257781779,,,,,,, 
-0.968648143,-1.36867123,-0.839152679,,,,,,, 
-0.968648143,-1.267990903,-0.762439865,,,,,,, 
-1.122024255,-1.267990903,-0.618266084,,,,,,, 
-1.122024255,-1.469566999,-0.635993657,,,,,,, 
-1.011935348,-1.469566999,-0.204591475,,,,,,, 
-1.011935348,-1.278469827,-0.858820435,,,,,,, 
-1.078722617,-1.278469827,-1.4764239,,,,,,, 
-1.078722617,-1.645612369,-2.754158699,,,,,,, 
-0.855537039,-1.645612369,-3.26143095,,,,,,, 
-0.855537039,-1.467884166,-4.396144487,,,,,,, 
-0.775389165,-1.467884166,-4.385011504,,,,,,, 
-0.775389165,-1.835207414,-3.681077544,,,,,,, 
-0.894377253,-1.835207414,-1.775273805,,,,,,, 
-0.894377253,-1.288973779,-1.489030123,,,,,,, 
-1.048902949,-1.288973779,-0.783867357,,,,,,, 
-1.048902949,-1.55193402,-1.01315314,,,,,,, 
-1.001587047,-1.55193402,-0.644187571,,,,,,, 
-1.001587047,-1.274238309,-0.210171062,,,,,,, 
-1.046945473,-1.274238309,-0.053207136,,,,,,, 
-1.046945473,-1.612824601,-0.232143394,,,,,,, 
-1.107557758,-1.612824601,-0.085678714,,,,,,, 
-1.107557758,-1.385460222,-1.018465672,,,,,,, 
-0.973982778,-1.385460222,-1.284081864,,,,,,, 
-0.973982778,-1.710932024,-2.704185705,,,,,,, 
-0.902879541,-1.710932024,-3.114070179,,,,,,, 
-0.902879541,-1.640111544,-4.49596618,,,,,,, 
-0.749603397,-1.640111544,-4.360695073,,,,,,, 
-0.749603397,-1.831213578,-3.655438494,,,,,,, 
-0.978315253,-1.831213578,-1.678654381,,,,,,, 
-0.978315253,-1.492546845,-1.358287174,,,,,,, 
-1.030934942,-1.492546845,-0.716468419,,,,,,, 
-1.030934942,-1.616852725,-0.99682376,,,,,,, 
-1.071990566,-1.616852725,-0.174510121,,,,,,, 
-1.071990566,-1.521835472,-0.644882716,,,,,,, 
-1.035155668,-1.521835472,0.027453711,,,,,,, 
-1.035155668,-1.622595824,-0.577827413,,,,,,, 
-1.120423815,-1.622595824,-0.134572037,,,,,,, 
-1.120423815,-1.436096519,-1.444460732,,,,,,, 
-0.984976123,-1.436096519,-1.605300833,,,,,,, 
-0.984976123,-1.398461598,-3.033132137,,,,,,, 
-0.896153064,-1.398461598,-3.423064614,,,,,,, 
-0.896153064,-1.522907073,-4.323566326,,,,,,, 
-0.767540056,-1.522907073,-2.462394165,,,,,,, 
-0.767540056,-1.335386836,-1.887361041,,,,,,, 
-0.982371175,-1.335386836,-1.077352939,,,,,,, 
-0.982371175,-1.49715701,-1.252197532,,,,,,, 
-0.838164086,-1.49715701,-0.180249261,,,,,,, 
-0.838164086,-1.214904891,-0.613294597,,,,,,, 
-1.007545531,-1.214904891,-0.008838974,,,,,,, 
-1.007545531,-1.626005716,-0.483499167,,,,,,, 
-0.824416332,-1.626005716,-0.204799475,,,,,,, 
-0.824416332,-1.376834072,-1.0899411,,,,,,, 
-0.951791082,-1.376834072,-1.310067204,,,,,,, 
-0.951791082,-1.625830333,-2.930173662,,,,,,, 
-0.631866027,-1.625830333,-2.905751084,,,,,,, 
-0.631866027,-1.297012202,-3.488340166,,,,,,, 
-0.833580386,-1.297012202,-1.813282082,,,,,,, 
-0.833580386,-1.566141137,-1.915850281,,,,,,, 
-0.920964286,-1.566141137,-0.781829761,,,,,,, 
-0.920964286,-1.342198565,-0.865814579,,,,,,, 
-0.973926696,-1.342198565,-0.006116861,,,,,,, 
-0.973926696,-1.712109705,-0.770769147,,,,,,, 
-1.021568378,-1.712109705,0.075584242,,,,,,, 
-1.021568378,-1.285893579,-0.150321149,,,,,,, 
-1.091844578,-1.285893579,0.226135624,,,,,,, 
-1.091844578,-1.580526659,-0.782710066,,,,,,, 
-1.232628112,-1.580526659,-0.582679299,,,,,,, 
-1.232628112,-1.361506563,-1.612038026,,,,,,, 
-1.051391706,-1.361506563,-1.683482812,,,,,,, 
-1.051391706,-1.623122665,-3.241941296,,,,,,, 
-0.86424767,-1.623122665,-3.107675047,,,,,,, 
-0.86424767,-1.276375967,-3.126634763,,,,,,, 
-0.788117762,-1.276375967,-1.512662136,,,,,,, 
-0.788117762,-1.456341341,-1.42943606,,,,,,, 
-1.038520879,-1.456341341,-0.874293272,,,,,,, 
-1.038520879,-1.293055454,-0.859896135,,,,,,, 
-0.853686981,-1.293055454,-0.461529822,,,,,,, 
-0.853686981,-1.379960494,-0.466919235,,,,,,, 
-0.96517485,-1.379960494,0.001688339,,,,,,, 
-0.96517485,-1.442313882,-0.107975133,,,,,,, 
-0.915853189,-1.442313882,0.081257922,,,,,,, 
-0.915853189,-1.244770955,-0.703536888,,,,,,, 
-1.006971605,-1.244770955,-0.897043889,,,,,,, 
-1.006971605,-1.457551827,-1.929072481,,,,,,, 
-0.757946185,-1.457551827,-2.314367973,,,,,,, 
-0.757946185,-1.209446593,-3.199386808,,,,,,, 
-0.741317202,-1.209446593,-3.742309582,,,,,,, 
-0.741317202,-1.60905425,-4.976675807,,,,,,, 
-0.562288837,-1.60905425,-3.372954695,,,,,,, 
-0.562288837,-1.16284801,-2.473768732,,,,,,, 
-0.938447198,-1.16284801,-1.250251277,,,,,,, 
-0.938447198,-1.484834051,-1.318958736,,,,,,, 
-0.867684529,-1.484834051,-0.615599533,,,,,,, 
-0.867684529,-1.12861356,-0.508675701,,,,,,, 
-0.967528126,-1.12861356,0.004466021,,,,,,, 
-0.967528126,-1.546164509,-0.657325812,,,,,,, 
-0.917167998,-1.546164509,-0.735250434,,,,,,, 
-0.917167998,-1.116904907,-1.885425203,,,,,,, 
-0.747513476,-1.116904907,-2.843858946,,,,,,, 
-0.747513476,-1.761385901,-4.753378186,,,,,,, 
-0.414822188,-1.761385901,-5.224349306,,,,,,, 
-0.414822188,-1.46264265,-6.557691553,,,,,,, 
-0.399270687,-1.46264265,-4.636038143,,,,,,, 
-0.399270687,-1.672112453,-3.347761534,,,,,,, 
-0.825199246,-1.672112453,-1.849370921,,,,,,, 
-0.825199246,-1.03924811,-1.297135226,,,,,,, 
-0.817865031,-1.03924811,-0.809370711,,,,,,, 
-0.817865031,-1.485636434,-0.931197813,,,,,,, 
-0.875247132,-1.485636434,-0.478502929,,,,,,, 
-0.875247132,-1.081339371,-0.942098224,,,,,,, 
-0.715784188,-1.081339371,-1.629627176,,,,,,, 
-0.715784188,-1.48701514,-3.171581354,,,,,,, 
-0.520309381,-1.48701514,-3.738074301,,,,,,, 
-0.520309381,-1.257249327,-5.272889791,,,,,,, 
-0.301732899,-1.257249327,-5.737712437,,,,,,, 
-0.301732899,-1.633900617,-6.422112997,,,,,,, 
-0.44931036,-1.633900617,-3.719236151,,,,,,, 
-0.44931036,-1.160854207,-2.645012187,,,,,,, 
-0.645800276,-1.160854207,-1.614850798,,,,,,, 
-0.645800276,-1.231206541,-1.260814172,,,,,,, 
-0.823616224,-1.231206541,-0.972405132,,,,,,, 
-0.823616224,-1.167490264,-0.782272492,,,,,,, 
-0.839132762,-1.167490264,-0.64173806,,,,,,, 
-0.839132762,-1.178381169,-0.513608855,,,,,,, 
-0.922115486,-1.178381169,-1.149933258,,,,,,, 
-0.922115486,-1.255828914,-1.840015893,,,,,,, 
-0.664918494,-1.255828914,-2.73848923,,,,,,, 
-0.664918494,-1.275540991,-3.838022747,,,,,,, 
-0.632020543,-1.275540991,-4.707461173,,,,,,, 
-0.632020543,-1.633676153,-5.920248018,,,,,,, 
-0.47125233,-1.633676153,-4.554929187,,,,,,, 
-0.47125233,-1.204051348,-2.935556923,,,,,,, 
-0.884940046,-1.204051348,-1.936216048,,,,,,, 
-0.884940046,-1.288437029,-1.410480259,,,,,,, 
-0.853069125,-1.288437029,-1.127237457,,,,,,, 
-0.853069125,-1.016701169,-0.710135773,,,,,,, 
-1.001418592,-1.016701169,-0.622158834,,,,,,, 
-1.001418592,-1.369033158,-0.626365571,,,,,,, 
-0.835580281,-1.369033158,-0.994088856,,,,,,, 
-0.835580281,-1.104241535,-1.692229607,,,,,,, 
-0.83971552,-1.104241535,-2.627224426,,,,,,, 
-0.83971552,-1.688656103,-4.203126806,,,,,,, 
-0.653370158,-1.688656103,-4.295231146,,,,,,, 
-0.653370158,-1.203378988,-3.543011485,,,,,,, 
-0.902574484,-1.203378988,-1.913041039,,,,,,, 
-0.902574484,-1.50216353,-1.761994926,,,,,,, 
-1.003784167,-1.50216353,-1.087644438,,,,,,, 
-1.003784167,-1.333928266,-0.803600149,,,,,,, 
-1.003138374,-1.333928266,-0.465073572,,,,,,, 
-1.003138374,-1.615224395,-0.665428823,,,,,,, 
-1.045986719,-1.615224395,-0.181004282,,,,,,, 
-1.045986719,-1.166577825,-0.116160146,,,,,,, 
-1.145010886,-1.166577825,-0.245716923,,,,,,, 
-1.145010886,-1.555482646,-1.245031336,,,,,,, 
-0.980324576,-1.555482646,-1.489689185,,,,,,, 
-0.980324576,-1.223963146,-2.558364971,,,,,,, 
-0.809049952,-1.223963146,-2.747776098,,,,,,, 
-0.809049952,-1.565839242,-3.328309269,,,,,,, 
-0.884813291,-1.565839242,-1.666746338,,,,,,, 
-0.884813291,-1.25499384,-1.181016269,,,,,,, 
-0.883431348,-1.25499384,-0.64622543,,,,,,, 
-0.883431348,-1.519750068,-0.897689647,,,,,,, 
-0.940428594,-1.519750068,-0.008074464,,,,,,, 
-0.940428594,-1.141282588,-0.046245186,,,,,,, 
-0.937289016,-1.141282588,0.222823593,,,,,,, 
-0.937289016,-1.506795888,-0.00257645,,,,,,, 
-0.932304162,-1.506795888,0.224536436,,,,,,, 
-0.932304162,-1.259668309,-0.621094115,,,,,,, 
-0.874770777,-1.259668309,-0.694217341,,,,,,, 
-0.874770777,-1.246285226,-1.837000719,,,,,,, 
-0.94484023,-1.246285226,-1.924260429,,,,,,, 
-0.94484023,-1.163659327,-2.514643976,,,,,,, 
-0.831977529,-1.163659327,-1.230397485,,,,,,, 
-0.831977529,-1.268764768,-1.1405072,,,,,,, 
-0.969250084,-1.268764768,-0.63449341,,,,,,, 
-0.969250084,-1.349776613,-0.638904386,,,,,,, 
-0.93713306,-1.349776613,0.105048473,,,,,,, 
-0.93713306,-1.137328442,-0.021220721,,,,,,, 
-0.989892617,-1.137328442,0.151575855,,,,,,, 
-0.989892617,-1.385588312,-0.004118202,,,,,,, 
-0.921430445,-1.385588312,0.002431206,,,,,,, 
-0.921430445,-1.042284336,-0.905949599,,,,,,, 
-1.015095363,-1.042284336,-1.369124549,,,,,,, 
-1.015095363,-1.426542886,-2.603404326,,,,,,, 
-0.72959682,-1.426542886,-2.623761335,,,,,,, 
-0.72959682,-1.18081617,-3.008954514,,,,,,, 
-0.935365206,-1.18081617,-1.637453871,,,,,,, 
-0.935365206,-1.449475936,-1.497222256,,,,,,, 
-0.864132934,-1.449475936,-0.581505488,,,,,,, 
-0.864132934,-1.309462566,-0.710193262,,,,,,, 
-1.064368766,-1.309462566,0.099266154,,,,,,, 
-1.064368766,-1.535727765,-0.181217197,,,,,,, 
-0.959161186,-1.535727765,0.218711204,,,,,,, 
-0.959161186,-1.270800212,0.07473267,,,,,,, 
-1.056987939,-1.270800212,0.600020302,,,,,,, 
-1.056987939,-1.584490302,-0.004769288,,,,,,, 
-1.016870046,-1.584490302,0.280607306,,,,,,, 
-1.016870046,-1.243213192,-0.646305735,,,,,,, 
-1.045211575,-1.243213192,-0.560955323,,,,,,, 
-1.045211575,-1.555350229,-2.054977154,,,,,,, 
-0.922118146,-1.555350229,-1.987035886,,,,,,, 
-0.922118146,-1.310528375,-3.121246172,,,,,,, 
-0.831421044,-1.310528375,-2.85988083,,,,,,, 
-0.831421044,-1.722086132,-2.85792284,,,,,,, 
-0.920433827,-1.722086132,-1.223095902,,,,,,, 
-0.920433827,-1.200630482,-1.255027846,,,,,,, 
-1.006734724,-1.200630482,-0.607262581,,,,,,, 
-1.006734724,-1.431413546,-0.893750582,,,,,,, 
-1.003895582,-1.431413546,-0.030310145,,,,,,, 
-1.003895582,-1.130279158,-0.1406963,,,,,,, 
-0.883432135,-1.130279158,0.130646791,,,,,,, 
-0.883432135,-1.563669172,-0.204544417,,,,,,, 
-0.946012689,-1.563669172,0.013787107,,,,,,, 
-0.946012689,-1.107567324,-0.971501044,,,,,,, 
-0.862771446,-1.107567324,-1.150307368,,,,,,, 
-0.862771446,-1.53505122,-2.344309617,,,,,,, 
-0.790464194,-1.53505122,-2.521329522,,,,,,, 
-0.790464194,-1.115882068,-3.671080575,,,,,,, 
-0.644718633,-1.115882068,-2.482192296,,,,,,, 
-0.644718633,-1.415333092,-1.928497922,,,,,,, 
-0.88154962,-1.415333092,-0.936407171,,,,,,, 
-0.88154962,-1.123145674,-1.085307414,,,,,,, 
-0.855473669,-1.123145674,-0.088401206,,,,,,, 
-0.855473669,-1.250838976,-0.180909231,,,,,,, 
-0.881171497,-1.250838976,0.100360637,,,,,,, 
-0.881171497,-1.335338329,-0.481321417,,,,,,, 
-0.835207487,-1.335338329,0.182724366,,,,,,, 
-0.835207487,-1.117511883,0.057346289,,,,,,, 
-0.991047419,-1.117511883,0.021985603,,,,,,, 
-0.991047419,-1.243434332,-0.961803387,,,,,,, 
-0.823986534,-1.243434332,-1.015314813,,,,,,, 
-0.823986534,-1.119500418,-1.891756795,,,,,,, 
-0.903447746,-1.119500418,-2.287766972,,,,,,, 
-0.903447746,-1.439495601,-3.166421624,,,,,,, 
-0.630947739,-1.439495601,-3.10165911,,,,,,, 
-0.630947739,-1.064942472,-2.605412497,,,,,,, 
-0.983875367,-1.064942472,-1.387152294,,,,,,, 
-0.983875367,-1.359157194,-1.10947751,,,,,,, 
-0.866654456,-1.359157194,-0.422944305,,,,,,, 
-0.866654456,-1.156694641,-0.025690936,,,,,,, 
-1.059691475,-1.156694641,0.175996625,,,,,,, 
-1.059691475,-1.578736618,-0.077775013,,,,,,, 
-0.921505277,-1.578736618,0.267219519,,,,,,, 
-0.921505277,-1.37475951,-0.61489792,,,,,,, 
-1.007766633,-1.37475951,-0.726245397,,,,,,, 
-1.007766633,-1.827073319,-2.267379843,,,,,,, 
-0.859791655,-1.827073319,-2.60786589,,,,,,, 
-0.859791655,-1.508316254,-4.090556745,,,,,,, 
-0.773593664,-1.508316254,-3.459789035,,,,,,, 
-0.773593664,-1.740609258,-3.171463768,,,,,,, 
-0.932971618,-1.740609258,-1.438609995,,,,,,, 
-0.932971618,-1.435922031,-1.325756135,,,,,,, 
-1.027164478,-1.435922031,-0.292394323,,,,,,, 
-1.027164478,-1.841476042,-0.966607482,,,,,,, 
-1.002849501,-1.841476042,-0.031365223,,,,,,, 
-1.002849501,-1.372541406,-0.599075559,,,,,,, 
-1.075783615,-1.372541406,0.218376383,,,,,,, 
-1.075783615,-1.756252515,-0.709835557,,,,,,, 
-1.076185376,-1.756252515,-0.203472785,,,,,,, 
-1.076185376,-1.418680305,-1.271487688,,,,,,, 
-1.040690578,-1.418680305,-1.277168635,,,,,,, 
-1.040690578,-1.860750712,-2.807492614,,,,,,, 
-0.917868927,-1.860750712,-2.788387384,,,,,,, 
-0.917868927,-1.483806715,-3.681076982,,,,,,, 
-0.883499148,-1.483806715,-2.283219395,,,,,,, 
-0.883499148,-1.748263765,-1.967316505,,,,,,, 
-0.946189594,-1.748263765,-1.033390086,,,,,,, 
-0.946189594,-1.394461996,-1.089105451,,,,,,, 
-1.008251702,-1.394461996,-0.090914895,,,,,,, 
-1.008251702,-1.62885164,-0.634423522,,,,,,, 
-1.084101791,-1.62885164,0.191235026,,,,,,, 
-1.084101791,-1.45223267,-0.130556949,,,,,,, 
-1.08207073,-1.45223267,0.035394346,,,,,,, 
